DATE,SH50,HS300,ZZ500
2023-12-11,2292.679,3419.455,5564.854
2023-12-12,2305.138,3426.803,5566.178
2023-12-13,2261.018,3369.605,5507.513
2023-12-14,2249.939,3351.964,5489.327
2023-12-15,2245.288,3341.552,5449.786
2023-12-18,2251.23,3329.366,5385.27
2023-12-19,2257.21,3334.041,5379.874
2023-12-20,2237.581,3297.502,5309.287
2023-12-21,2261.382,3330.87,5338.762
2023-12-22,2270.502,3337.228,5311.69
2023-12-25,2272.958,3347.451,5315.375
2023-12-26,2262.21,3324.79,5258.284
2023-12-27,2266.544,3336.357,5285.53
2023-12-28,2317.703,3414.54,5382.797
2023-12-29,2326.173,3431.11,5429.229
2024-01-02,2292.229,3386.352,5409.455
2024-01-03,2294.836,3378.297,5401.395
2024-01-04,2279.036,3347.052,5355.322
2024-01-05,2268.538,3329.111,5281.871
2024-01-08,2243.842,3286.056,5167.7
2024-01-09,2245.622,3292.499,5180.653
2024-01-10,2235.209,3277.129,5158.078
2024-01-11,2240.106,3295.672,5223.863
2024-01-12,2237.207,3284.167,5206.178
2024-01-15,2238.503,3280.92,5193.296
2024-01-16,2248.975,3300.876,5190.398
2024-01-17,2199.259,3229.082,5061.54
2024-01-18,2238.459,3274.729,5066.958
2024-01-19,2243.54,3269.776,5018.433
2024-01-22,2230.609,3218.902,4780.975
2024-01-23,2226.371,3231.933,4865.743
2024-01-24,2260.558,3277.109,4933.701
2024-01-25,2312.854,3342.919,5073.178
2024-01-26,2314.374,3333.821,5027.093
2024-01-29,2304.436,3303.96,4927.914
2024-01-30,2270.979,3245.039,4814.991
2024-01-31,2254.299,3215.352,4696.98
2024-02-01,2248.268,3217.711,4678.731
2024-02-02,2229.014,3179.628,4563.222
2024-02-05,2255.281,3200.422,4460.264
2024-02-06,2318.842,3311.692,4805.901
2024-02-07,2344.151,3343.63,5109.569
2024-02-08,2352.578,3364.93,5150.229
2024-02-19,2371.548,3403.808,5141.604
2024-02-20,2369.083,3410.854,5140.958
2024-02-21,2410.228,3456.871,5139.037
2024-02-22,2433.082,3486.675,5176.343
2024-02-23,2433.407,3489.742,5197.712
2024-02-26,2393.549,3453.359,5195.464
2024-02-27,2405.061,3494.787,5307.804
2024-02-28,2385.61,3450.26,5184.047
2024-02-29,2413.136,3516.083,5346.793
2024-03-01,2414.844,3537.804,5379.048
2024-03-04,2418.584,3540.869,5388.82
2024-03-05,2446.417,3565.514,5351.827
2024-03-06,2434.116,3551.048,5350.102
2024-03-07,2426.973,3529.72,5277.299
2024-03-08,2426.168,3544.91,5349.595
2024-03-11,2443.106,3589.264,5441.051
2024-03-12,2450.469,3597.494,5423.718
2024-03-13,2427.597,3572.361,5415.113
2024-03-14,2423.856,3562.223,5392.927
2024-03-15,2427.197,3569.993,5454.146
2024-03-18,2438.191,3603.528,5528.447
2024-03-19,2416.835,3577.63,5478.225
2024-03-20,2426.459,3585.384,5493.414
2024-03-21,2427.101,3581.09,5465.829
2024-03-22,2403.202,3545.002,5384.566
2024-03-25,2401.211,3525.763,5294.746
2024-03-26,2413.742,3543.747,5284.419
2024-03-27,2398.937,3502.787,5156.684
2024-03-28,2401.987,3520.965,5223.806
2024-03-29,2414.92,3537.484,5286.161
2024-04-01,2441.567,3595.647,5401.225
2024-04-02,2435.757,3580.676,5381.229
2024-04-03,2430.169,3567.803,5374.595
2024-04-08,2414.091,3536.408,5298.591
2024-04-09,2404.609,3533.487,5342.898
2024-04-10,2396.743,3504.709,5275.473
2024-04-11,2394.867,3504.245,5301.809
2024-04-12,2374.047,3475.839,5277.219
2024-04-15,2424.017,3549.076,5339.722
2024-04-16,2412.322,3511.115,5191.554
2024-04-17,2439.856,3565.403,5339.747
2024-04-18,2445.205,3569.802,5349.836
2024-04-19,2430.582,3541.662,5314.867
2024-04-22,2424.747,3530.905,5267.581
2024-04-23,2413.739,3506.225,5208.271
2024-04-24,2424.119,3521.622,5263.039
2024-04-25,2431.622,3530.281,5259.335
2024-04-26,2461.856,3584.269,5372.121
2024-04-29,2474.34,3623.912,5478.491
2024-04-30,2464.244,3604.394,5441.141
2024-05-06,2495.762,3657.877,5528.604
2024-05-07,2499.771,3659.008,5527.085
2024-05-08,2486.019,3630.223,5458.756
2024-05-09,2501.731,3664.561,5556.771
2024-05-10,2508.575,3666.277,5535.395
2024-05-13,2506.459,3664.691,5505.26
2024-05-14,2496.736,3657.045,5500.738
2024-05-15,2477.39,3626.056,5446.656
2024-05-16,2489.414,3640.359,5424.665
2024-05-17,2524.171,3677.97,5491.894
2024-05-20,2532.824,3690.962,5523.501
2024-05-21,2525.233,3676.161,5478.913
2024-05-22,2529.04,3684.451,5468.607
2024-05-23,2500.821,3641.792,5362.305
2024-05-24,2474.425,3601.475,5313.455
2024-05-27,2497.601,3635.708,5371.369
2024-05-28,2490.161,3609.172,5316.129
2024-05-29,2493.169,3613.522,5328.306
2024-05-30,2473.758,3594.312,5308.66
2024-05-31,2462.183,3579.925,5308.54
2024-06-03,2469.017,3588.748,5274.069
2024-06-04,2483.319,3615.671,5341.95
2024-06-05,2468.192,3594.794,5277.941
2024-06-06,2467.887,3592.245,5228.8
2024-06-07,2457.257,3574.114,5208.98
2024-06-11,2423.618,3542.877,5217.47
2024-06-12,2423.607,3544.123,5232.953
2024-06-13,2412.074,3526.131,5194.59
2024-06-14,2426.509,3541.533,5213.093
2024-06-17,2416.341,3536.199,5207.128
2024-06-18,2415.428,3545.59,5230.891
2024-06-19,2413.972,3528.749,5168.82
2024-06-20,2408.338,3503.282,5094.565
2024-06-21,2398.957,3495.62,5102.329
2024-06-24,2404.085,3476.81,4992.91
2024-06-25,2394.215,3457.902,4948.634
2024-06-26,2398.256,3480.265,5020.432
2024-06-27,2388.561,3454.118,4928.051
2024-06-28,2394.875,3461.657,4942.782
2024-07-01,2405.467,3478.183,5003.161
2024-07-02,2416.679,3471.786,4949.477
2024-07-03,2414.866,3463.414,4910.925
2024-07-04,2407.903,3445.813,4834.498
2024-07-05,2386.004,3431.061,4866.265
2024-07-08,2371.689,3401.76,4783.617
2024-07-09,2389.384,3439.811,4876.899
2024-07-10,2381.831,3428.966,4844.162
2024-07-11,2396.407,3468.169,4939.732
2024-07-12,2412.618,3472.401,4919.364
2024-07-15,2420.521,3476.247,4883.897
2024-07-16,2424.755,3498.283,4898.363
2024-07-17,2432.833,3501.584,4856.579
2024-07-18,2444.509,3520.931,4877.692
2024-07-19,2456.79,3539.016,4872.053
2024-07-22,2432.55,3514.925,4865.978
2024-07-23,2396.673,3439.878,4722.799
2024-07-24,2390.954,3418.166,4668.062
2024-07-25,2369.715,3399.272,4665.449
2024-07-26,2355.316,3409.293,4736.377
2024-07-29,2348.478,3390.742,4708.844
2024-07-30,2335.312,3369.382,4699.282
2024-07-31,2375.394,3442.084,4886.414
2024-08-01,2360.422,3419.267,4852.973
2024-08-02,2343.715,3384.392,4788.616
2024-08-05,2328.922,3343.321,4693.848
2024-08-06,2313.336,3342.979,4750.776
2024-08-07,2314.426,3341.489,4751.941
2024-08-08,2320.425,3342.937,4755.815
2024-08-09,2317.992,3331.627,4720.31
2024-08-12,2316.911,3325.865,4714.159
2024-08-13,2317.653,3334.39,4731.835
2024-08-14,2306.115,3309.239,4667.073
2024-08-15,2335.938,3341.953,4698.375
2024-08-16,2345.048,3345.634,4670.379
2024-08-19,2357.031,3356.968,4682.963
2024-08-20,2346.638,3332.703,4602.01
2024-08-21,2339.072,3321.635,4587.122
2024-08-22,2341.151,3313.136,4533.37
2024-08-23,2355.379,3327.191,4537.087
2024-08-26,2352.273,3324.223,4544.359
2024-08-27,2350.414,3305.334,4495.286
2024-08-28,2336.148,3286.496,4500.009
2024-08-29,2317.664,3277.681,4557.901
2024-08-30,2335.215,3321.432,4639.114
2024-09-02,2299.933,3265.011,4546.883
2024-09-03,2291.178,3273.428,4596.482
2024-09-04,2271.807,3252.165,4582.084
2024-09-05,2275.118,3257.758,4601.091
2024-09-06,2263.563,3231.346,4537.454
2024-09-09,2232.959,3192.952,4507.187
2024-09-10,2235.687,3195.755,4507.707
2024-09-11,2220.798,3186.13,4514.916
2024-09-12,2209.56,3172.475,4496.592
2024-09-13,2205.812,3159.247,4450.959
2024-09-18,2218.656,3171.01,4462.87
2024-09-19,2229.805,3196.036,4520.394
2024-09-20,2233.257,3201.05,4498.39
2024-09-23,2243.025,3212.764,4494.688
2024-09-24,2352.145,3351.909,4689.596
2024-09-25,2386.323,3401.533,4731.476
2024-09-26,2498.18,3545.32,4938.184
2024-09-27,2571.085,3703.685,5201.666
2024-09-30,2755.404,4017.855,5743.217
2024-10-08,2853.138,4256.096,6155.582
2024-10-09,2680.715,3955.984,5735.641
2024-10-10,2739.051,3997.788,5690.882
2024-10-11,2680.388,3887.167,5470.813
2024-10-14,2723.183,3961.342,5608.153
2024-10-15,2655.116,3855.995,5472.56
2024-10-16,2650.176,3831.589,5461.088
2024-10-17,2610.467,3788.222,5418.988
2024-10-18,2681.912,3925.234,5640.02
2024-10-21,2681.057,3935.197,5704.225
2024-10-22,2692.661,3957.776,5753.85
2024-10-23,2708.046,3973.209,5776.383
2024-10-24,2680.704,3928.833,5726.704
2024-10-25,2683.325,3956.421,5809.688
2024-10-28,2686.289,3964.157,5883.72
2024-10-29,2667.939,3924.649,5812.529
2024-10-30,2634.738,3889.449,5837.934
2024-10-31,2633.117,3891.04,5901.29
2024-11-01,2651.535,3890.02,5831.822
2024-11-04,2675.771,3944.762,5928.909
2024-11-05,2727.667,4044.573,6111.971
2024-11-06,2706.615,4024.283,6125.787
2024-11-07,2797.86,4145.695,6239.56
2024-11-08,2765.539,4104.047,6222.445
2024-11-11,2753.745,4131.131,6330.615
2024-11-12,2712.265,4085.743,6263.883
2024-11-13,2728.229,4110.89,6259.841
2024-11-14,2704.152,4039.619,6078.305
2024-11-15,2671.452,3968.831,5924.483
2024-11-18,2678.274,3950.381,5833.036
2024-11-19,2671.189,3976.891,5936.602
2024-11-20,2676.207,3985.773,5992.39
2024-11-21,2680.798,3989.298,5985.313
2024-11-22,2601.557,3865.699,5750.246
2024-11-25,2582.054,3848.091,5735.649
2024-11-26,2592.737,3840.185,5690.479
2024-11-27,2625.761,3907.045,5804.937
2024-11-28,2610.121,3872.551,5757.597
2024-11-29,2624.956,3916.583,5851.939
2024-12-02,2639.041,3947.632,5943.625
2024-12-03,2652.898,3951.891,5932.121
2024-12-04,2648.755,3930.557,5879.27
2024-12-05,2635.562,3921.588,5901.986
2024-12-06,2665.428,3973.141,5979.197
2024-12-09,2667.592,3966.571,5947.109
2024-12-10,2689.329,3995.637,5992.094
2024-12-11,2676.552,3988.831,6047.105
2024-12-12,2702.268,4028.505,6100.395
2024-12-13,2638.027,3933.181,5988.292
2024-12-16,2641.56,3911.842,5912.601
2024-12-17,2652.346,3922.033,5848.163
2024-12-18,2671.346,3941.89,5888.616
2024-12-19,2661.722,3945.464,5901.916
2024-12-20,2648.461,3927.744,5917.175
2024-12-23,2671.203,3933.572,5818.551
2024-12-24,2702.282,3983.688,5895.26
2024-12-25,2710.165,3985.629,5840.289
2024-12-26,2702.595,3987.48,5887.061
2024-12-27,2701.703,3981.031,5899.167
2024-12-30,2718.749,3999.055,5898.884
2024-12-31,2684.771,3934.911,5725.732
2025-01-02,2610.342,3820.395,5545.817
2025-01-03,2587.132,3775.165,5427.804
2025-01-06,2579.963,3768.97,5427.101
2025-01-07,2593.965,3796.106,5484.685
2025-01-08,2597.446,3789.215,5461.586
2025-01-09,2579.575,3779.877,5456.586
2025-01-10,2560.25,3732.481,5369.281
2025-01-13,2553.359,3722.513,5381.697
2025-01-14,2598.807,3820.54,5572.272
2025-01-15,2591.503,3796.026,5522.459
2025-01-16,2580.118,3800.384,5545.634
2025-01-17,2582.486,3812.343,5587.294
2025-01-20,2589.069,3829.676,5614.331
2025-01-21,2584.889,3832.615,5633.925
2025-01-22,2551.354,3797.017,5607.059
2025-01-23,2567.477,3803.744,5584.255
2025-01-24,2579.096,3832.864,5649.95
2025-01-27,2583.652,3817.08,5589.343
2025-02-05,2561.942,3795.085,5614.387
2025-02-06,2580.426,3842.831,5747.901
2025-02-07,2608.089,3892.703,5833.988
2025-02-10,2621.04,3901.062,5888.551
2025-02-11,2614.322,3883.135,5858.281
2025-02-12,2640.046,3919.862,5940.53
2025-02-13,2641.131,3905.14,5898.261
2025-02-14,2660.855,3939.009,5947.796
2025-02-17,2664.475,3947.398,5948.72
2025-02-18,2651.112,3912.783,5840.711
2025-02-19,2663.603,3940.16,5943.882
2025-02-20,2648.167,3928.896,5957.547
2025-02-21,2682.239,3978.444,6057.065
2025-02-24,2674.117,3969.717,6044.973
2025-02-25,2643.233,3925.651,5979.965
2025-02-26,2666.656,3959.941,6051.74
2025-02-27,2679.077,3968.116,6028.986
2025-02-28,2638.957,3890.049,5859.871
2025-03-03,2628.524,3888.474,5885.77
2025-03-04,2621.217,3885.221,5937.63
2025-03-05,2641.446,3902.571,5950.703
2025-03-06,2683.949,3956.237,6047.773
2025-03-07,2682.016,3944.014,6013.775
2025-03-10,2668.806,3928.802,6013.619
2025-03-11,2682.223,3941.416,6044.974
2025-03-12,2669.015,3927.232,6040.497
2025-03-13,2664.617,3911.579,5993.967
2025-03-14,2740.507,4006.557,6099.981
2025-03-17,2737.923,3996.788,6108.018
2025-03-18,2739.745,4007.723,6133.302
2025-03-19,2746.963,4010.168,6101.437
2025-03-20,2718.186,3974.992,6059.486
2025-03-21,2675.358,3914.696,5971.93
2025-03-24,2693.331,3934.849,5969.079
2025-03-25,2691.898,3932.295,5946.951
2025-03-26,2677.312,3919.357,5948.499
2025-03-27,2690.843,3932.412,5957.602
2025-03-28,2679.74,3915.166,5916.031
2025-03-31,2665.634,3887.306,5857.772
2025-04-01,2662.711,3887.684,5892.85
2025-04-02,2658.621,3884.386,5899.087
2025-04-03,2662.252,3861.503,5845.505
2025-04-07,2516.965,3589.441,5287.033
2025-04-08,2574.353,3650.759,5326.914
2025-04-09,2597.102,3686.794,5439.772
2025-04-10,2612.619,3735.115,5544.065
2025-04-11,2619.576,3750.517,5581.318
2025-04-14,2628.206,3759.142,5627.138
2025-04-15,2634.593,3761.235,5602.534
2025-04-16,2658.496,3772.82,5556.864
2025-04-17,2659.896,3772.222,5557.011
2025-04-18,2657.637,3772.523,5560.721
2025-04-21,2652.81,3784.881,5642.381
2025-04-22,2656.539,3783.952,5624.209
2025-04-23,2648.83,3786.882,5634.949
2025-04-24,2655.364,3784.357,5605.88
2025-04-25,2648.81,3786.994,5627.18
2025-04-28,2651.225,3781.619,5598.295
2025-04-29,2645.512,3775.077,5604.906
2025-04-30,2633.16,3770.571,5631.825
